driver_name,driver_phone,district,customer_name,customer_email,delivery_date,address,customer_phone,order_no,customer_status,paid_status,packaging_option,distance_in_km,Zone_Name,Zone_Price,hubs,total_price,time_slot,payment_method,total_weight_perorder,shipping_number (Box #)
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan pinang,Customer_387,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-0,Credit Card,2,34
Sample_Driver_8,0812-XXXX-XXXX,kecamatan parung panjang,Customer_388,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-sameday03,Credit Card,8,24
3PLA-DRIVER-2,0812-XXXX-XXXX,sepatan,Customer_389,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_8,RETURNING,1,HALF MEDIUM BOX,3.65,Zone 2,6500,Beji - Depok,78200,slot-13,GO-PAY Wallet,2,111
Sample_Driver_9,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_390,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-0,Credit Card,4,90
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan jatinegara,Customer_391,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-1,Cash on Delivery,5,242
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan pademangan,Customer_392,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-2,Cash on Delivery,5,33
Sample_Driver_8,0812-XXXX-XXXX,kecamatan pinang,Customer_393,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-1bb,Credit Card,8,24
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_394,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_8,RETURNING,1,HALF MEDIUM BOX,3.65,Zone 2,6500,Beji - Depok,78200,slot-1bb,GO-PAY Wallet,2,111
3PLA-DRIVER-2,0812-XXXX-XXXX,sepatan,Customer_395,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-sameday,Credit Card,2,34
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_396,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-sameday03,Credit Card,2,34
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan parung panjang,Customer_397,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-2,OVO Wallet,2,85
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan setiabudi,Customer_398,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_3,RETURNING,1,PLASTIC,6.8,Zone 3,7000,Kembangan - JAKBAR,151710,slot-0bb,ShopeePay,4,197
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan jatinegara,Customer_399,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-sameday,MANDIRI VA Transferpay!,4,99
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan setiabudi,Customer_400,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-13,Credit Card,8,24
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan parung panjang,Customer_401,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_8,RETURNING,1,HALF MEDIUM BOX,3.65,Zone 2,6500,Beji - Depok,78200,slot-1,GO-PAY Wallet,2,111
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan penjaringan,Customer_402,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-1bb,MANDIRI VA Transferpay!,4,99
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan setiabudi,Customer_403,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-1bb,OVO Wallet,2,85
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_404,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-2,Credit Card,2,34
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan pinang,Customer_405,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-2,MANDIRI VA Transferpay!,4,99
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan penjaringan,Customer_406,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-0,Cash on Delivery,5,242
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan pinang,Customer_407,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-sameday03,Credit Card,4,90
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan setiabudi,Customer_408,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-sameday,Credit Card,2,34
Sample_Driver_8,0812-XXXX-XXXX,kecamatan pinang,Customer_409,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-sameday,Credit Card,2,34
Sample_Driver_9,0812-XXXX-XXXX,kecamatan jatinegara,Customer_410,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-0bb,Cash on Delivery,5,242
Sample_Driver_8,0812-XXXX-XXXX,kecamatan pademangan,Customer_411,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-sameday03,Cash on Delivery,5,242
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan pademangan,Customer_412,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-sameday03,Cash on Delivery,5,276
3PLB-DRIVER-1,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_413,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-1bb,Credit Card,2,34
3PLA-DRIVER-1,0812-XXXX-XXXX,cikarang selatan,Customer_414,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_3,RETURNING,1,PLASTIC,6.8,Zone 3,7000,Kembangan - JAKBAR,151710,slot-0,ShopeePay,4,197
Sample_Driver_8,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_415,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-2,Cash on Delivery,5,242
3PLB-DRIVER-3,0812-XXXX-XXXX,cikarang selatan,Customer_416,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-sameday03,Cash on Delivery,5,276
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan penjaringan,Customer_417,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_3,RETURNING,1,PLASTIC,6.8,Zone 3,7000,Kembangan - JAKBAR,151710,slot-1,ShopeePay,4,197
3PLA-DRIVER-1,0812-XXXX-XXXX,cikarang selatan,Customer_418,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-0bb,Credit Card,8,24
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan penjaringan,Customer_419,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-0bb,OVO Wallet,2,85
3PLB-DRIVER-1,0812-XXXX-XXXX,kecamatan jatinegara,Customer_420,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-13,Credit Card,4,90
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan jatinegara,Customer_421,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-0,Credit Card,4,90
Sample_Driver_8,0812-XXXX-XXXX,kecamatan setiabudi,Customer_422,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-sameday,OVO Wallet,2,85
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan penjaringan,Customer_423,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_8,RETURNING,1,HALF MEDIUM BOX,3.65,Zone 2,6500,Beji - Depok,78200,slot-1bb,GO-PAY Wallet,2,111
Sample_Driver_9,0812-XXXX-XXXX,sepatan,Customer_424,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-sameday,Credit Card,4,90
3PLB-DRIVER-3,0812-XXXX-XXXX,sepatan,Customer_425,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-13,Cash on Delivery,5,276
3PLB-DRIVER-1,0812-XXXX-XXXX,kecamatan penjaringan,Customer_426,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-0,Credit Card,8,24
Sample_Driver_8,0812-XXXX-XXXX,kecamatan pademangan,Customer_427,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-sameday03,Cash on Delivery,5,33
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_428,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-0,Credit Card,4,90
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan parung panjang,Customer_429,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-2,Credit Card,4,90
3PLB-DRIVER-1,0812-XXXX-XXXX,kecamatan penjaringan,Customer_430,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_3,RETURNING,1,PLASTIC,6.8,Zone 3,7000,Kembangan - JAKBAR,151710,slot-0,ShopeePay,4,197
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_431,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-sameday,Cash on Delivery,5,33
3PLB-DRIVER-1,0812-XXXX-XXXX,sepatan,Customer_432,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-13,Cash on Delivery,5,276
3PLB-DRIVER-2,0812-XXXX-XXXX,sepatan,Customer_433,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-1bb,Cash on Delivery,5,33
Sample_Driver_9,0812-XXXX-XXXX,kecamatan pinang,Customer_434,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-0bb,Cash on Delivery,5,33
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_435,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-13,Cash on Delivery,5,33
3PLB-DRIVER-2,0812-XXXX-XXXX,cikarang selatan,Customer_436,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-13,Credit Card,2,34
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan pinang,Customer_437,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-0,Cash on Delivery,5,276
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_438,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-1bb,OVO Wallet,2,85
3PLC-DRIVER-1,0812-XXXX-XXXX,cikarang selatan,Customer_439,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-1,Credit Card,2,34
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan pinang,Customer_440,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-13,Cash on Delivery,5,33
3PLC-DRIVER-2,0812-XXXX-XXXX,cikarang selatan,Customer_441,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-0bb,OVO Wallet,2,85
Sample_Driver_9,0812-XXXX-XXXX,kecamatan pademangan,Customer_442,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-0,OVO Wallet,2,85
3PLB-DRIVER-2,0812-XXXX-XXXX,sepatan,Customer_443,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_8,RETURNING,1,HALF MEDIUM BOX,3.65,Zone 2,6500,Beji - Depok,78200,slot-sameday,GO-PAY Wallet,2,111
3PLC-DRIVER-1,0812-XXXX-XXXX,cikarang selatan,Customer_444,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-0bb,Credit Card,8,24
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan setiabudi,Customer_445,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-13,Cash on Delivery,5,33
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan jatinegara,Customer_446,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-2,Credit Card,8,24
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_447,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-0bb,Credit Card,8,24
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan penjaringan,Customer_448,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-0bb,Credit Card,2,34
Sample_Driver_8,0812-XXXX-XXXX,kecamatan parung panjang,Customer_449,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-sameday03,Credit Card,8,24
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan penjaringan,Customer_450,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_0,RETURNING,1,PLASTIC,5.54,Zone 2,6500,Kramat - JAKPUS,227370,slot-0bb,Cash on Delivery,5,242
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_451,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_3,RETURNING,1,PLASTIC,6.8,Zone 3,7000,Kembangan - JAKBAR,151710,slot-13,ShopeePay,4,197
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan parung panjang,Customer_452,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-sameday03,MANDIRI VA Transferpay!,4,99
3PLC-DRIVER-2,0812-XXXX-XXXX,sepatan,Customer_453,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-1bb,Credit Card,4,90
3PLB-DRIVER-1,0812-XXXX-XXXX,kecamatan parung panjang,Customer_454,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-1,Credit Card,2,34
Sample_Driver_8,0812-XXXX-XXXX,kecamatan parung panjang,Customer_455,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-0bb,OVO Wallet,2,85
3PLB-DRIVER-3,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_456,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_3,RETURNING,1,PLASTIC,6.8,Zone 3,7000,Kembangan - JAKBAR,151710,slot-0bb,ShopeePay,4,197
3PLB-DRIVER-1,0812-XXXX-XXXX,sepatan,Customer_457,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_2,RETURNING,1,PLASTIC,7.03,Zone 3,7000,Kembangan - JAKBAR,624450,slot-13,Credit Card,8,24
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan setiabudi,Customer_458,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-1,Cash on Delivery,5,276
3PLA-DRIVER-2,0812-XXXX-XXXX,cikarang selatan,Customer_459,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-2,Credit Card,4,90
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan pinang,Customer_460,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-sameday03,MANDIRI VA Transferpay!,4,99
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan jagakarsa,Customer_461,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-1,Credit Card,4,90
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan parung panjang,Customer_462,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-2,OVO Wallet,2,85
Sample_Driver_8,0812-XXXX-XXXX,kecamatan setiabudi,Customer_463,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-0,Cash on Delivery,5,276
Sample_Driver_9,0812-XXXX-XXXX,kecamatan penjaringan,Customer_464,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_7,RETURNING,1,HALF MEDIUM BOX,7.41,Zone 3,7000,Satellite HUB Karawaci,126300,slot-2,Credit Card,2,34
3PLC-DRIVER-1,0812-XXXX-XXXX,kecamatan penjaringan,Customer_465,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_5,,1,,8.03,Zone 3,7000,Kramat - JAKPUS,273600,slot-1bb,Cash on Delivery,5,276
Sample_Driver_8,0812-XXXX-XXXX,kecamatan grogol petamburan,Customer_466,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_6,NEW,1,MEDIUM BOX,9.05,Zone 4,11000,Cibitung - KAB BEKASI,169800,slot-2,Cash on Delivery,5,33
3PLA-DRIVER-1,0812-XXXX-XXXX,kecamatan pinang,Customer_467,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-0,MANDIRI VA Transferpay!,4,99
3PLA-DRIVER-2,0812-XXXX-XXXX,kecamatan penjaringan,Customer_468,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-1,OVO Wallet,2,85
Sample_Driver_8,0812-XXXX-XXXX,kecamatan setiabudi,Customer_469,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_9,RETURNING,1,HALF MEDIUM BOX,6.9,Zone 3,7000,Kramat - JAKPUS,126900,slot-1bb,Credit Card,4,90
3PLB-DRIVER-2,0812-XXXX-XXXX,kecamatan jatinegara,Customer_470,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_1,RETURNING,1,HALF MEDIUM BOX,11.13,Zone 4,11000,Bintaro - TANGSEL,116100,slot-0bb,OVO Wallet,2,85
3PLC-DRIVER-2,0812-XXXX-XXXX,kecamatan jatinegara,Customer_471,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_4,RETURNING,1,PLASTIC,4.79,Zone 2,6500,Kramat - JAKPUS,162800,slot-13,MANDIRI VA Transferpay!,4,99
Sample_Driver_9,0812-XXXX-XXXX,kecamatan penjaringan,Customer_472,cust@XXXX.com,2026-04-01,"Anonymized Street, Jabodetabek",0812-XXXX-XXXX,Sample_Order_3,RETURNING,1,PLASTIC,6.8,Zone 3,7000,Kembangan - JAKBAR,151710,slot-1,ShopeePay,4,197
